old                                      new
6c42fe3b3583bd5d55aec59fde24674f8b06861f 0940b0ee7750498e52acdf0f781785993166bc73
6d7cfc952f974c8943e2efdca7fa80c6fed96480 d714c76694df32eda9385ca38c3bb40d87ed3a02
70c9d1df64ae3f0543540ed7f49299ccc7b2f247 0df23e0708aba09d1191d09773a1c9399779fa87
712e4dadb0784b67668aac9136724da5d9755f10 fefe611e77e220a340c895401ec1ca53d33ed9e6
72432882c717d97f402300a06b3f362d138e2564 872a80128919c19fda10281c815537d675ed2366
755f12c94dde2412d06d730787ec7b046c62fcd1 a476f430aebd0520a3c56481d1911ca9ba10cd7c
770931f458604b5c457130cd7befd3f153f22051 f0ab0b52380faccff148f5917e2fa91b32a3471f
7846160e7b0f264417f93e3e3ac3aee9eb336236 c053659d73e0802e70b3b3602d39fe7b1d3d3a5a
78baa836653b01f2948ce18ff1cb2c493c9e48bd 78baa836653b01f2948ce18ff1cb2c493c9e48bd
791b01cd31c897baf8328651128322bf6bd83a33 58a34411f9616a3a9068a82e99dc41915c014fb7
79939587cd338e83c721075c8f8e08db4815e74f aa6515749bfc2e37e615f5bb4e274af547958886
79c729310edb102a28721ffc5ac67c2c8a697d36 596a299cfd08ef5fc21280041a29afb6c5fb0870
7c362c4fb8225b598ad0f327b3ba17c678f12f07 d2facfcf925d0b7c0a483caace7fd764439d320f
7cd6a1c924664cc85547192fabd91cd317535389 edfef30737b1f712c4c2810f5a07eecaea2e187b
7e1d237111979200f2fee67e23c3158c5ad18a4b 703ac36f63840d45d5ac9454c98e049ab7bb9cfa
80e2df6a7d5e0badd2f07a71a14bc8fa71f40a2b a49179f6fd9ba35c5c0e338d6ee75f41be57f826
82d76e408dfbd7bc76c2ae62077b18af0f9e86e3 d552f8167ec93dc207156a19904fdac708d64634
84427f19541474018dbc182fb6ec110e396db052 84427f19541474018dbc182fb6ec110e396db052
85aeac026c4ce9b39c36de0c02cc83d7684fc650 9022712de117a379817b27f35a3b17a58904bfde
85d039043fe7b78f3f902a594283a7d5b52f758a fd82062253d5cad913221dfa85215dc03da910c2
8655a0353149aefd86aedd2a2142d0bf329e2e8e 5290bea9317f7255cdaa11f357748737eb49c28d
883700a7952bea69c36d275f5503c0b23d2b0f33 be520fc8fb9a3858ddc2e6035d08ee46add17e9f
89cc2a8302ea5fcb029666ecfed1d55d24ce3977 0a700e409569dc4a484e042c74a515c1a9f83afc
8b4d6bc49ab417311cb6d978f07e41221035a756 c6e15ad3353b8894af63d96ff705df2bbaa7fa5d
8b64d5d5d818522c0453b012cde60f58bfe2e4a9 7a3a4d8e6d80fdde918ce302419bbd605301f11e
8d005eb0607e91b8e18a5b46f080b64a4709b051 41658e60d600fc894cb0cf94bec18c8df9629942
90178c85b37bf1dbacfac6c67553cf081521ebb3 7819a544ca5e75ba57a1669a8ffd06764b887b5d
910c26434644c1b33d5be0202e7076f3074aca30 e2e121fa33c06a2e9c4096142b846ae0145f7006
924ffb93fbd5f7b29a6e8198fcb9eb1366ff9efc 924ffb93fbd5f7b29a6e8198fcb9eb1366ff9efc
92710b7c633d47d98ae974369ca6eb901eed54c4 16e2128312783696dc09cddd380911a59bf10fd6
93f7851f0b392ff2cb008aadd18aedc59d1ba391 b81286abeb27e816733ea1e8a53afddd5832aaac
944e0cdd655bedbf0c5f41d8502e101f0fa15d05 21aaff0b3066999197167a475b48450a04d77446
9759691c6f7bc90b65a2001956187114dcb66879 4e8bb448fdd52dd70f82869cfc6b653fab21a2dd
9780ac4ee69605de7e58e2b2cc9e7df4993c0d39 0f43ab54383d23a60bef324760b25b6dd0f41566
98127b8ab2eae9d9465f1d7e2eaeb6031946ad10 88f55ec9999f01a512c25f80bbb8f7870a5f4b2b
9b445f668e3fb77d5d722e19756c6a6413282021 03b30f3a59f1f8bba8ef06adf93ee447c6cc595c
9d3b5cc912a71b7c349e3a082a05cd6fe15719df 5b22b3fc19408362b4b1f303d6d36b1d8562407f
9de90523819e6d865d1105ae76889f6b0b71b63a 7f25e404b77d23110edef615400a811a4648d5db
a259757680d22650f7e324dc3955cb7f0d3d1216 a1b091312856b8646dba45b874458d57756c3f51
a43203a43279c0de8ec04dff9d239fc4ed3dc349 f4a60313333f739b9fc9e6bc41ba1b20931dbd59
a756babda5244561c61a838a8a32769cea825ab9 029e1795e1ef35021b708b9525a57b82e68757e4
a9e6771ab5b30eb40f1821c564f42e56c86d57a7 c3e531ddac0b48d0c70d39f47e1c5c026282f3b1
aa48c46f1015e36a4d9eb38a3d61436777a89c0e 503f37ed2ef13d24f3d3d655120c11640ffd02dd
aa98f09823546221a0986f6e7525a19adfca3d50 95203de9dac96015facc396aa3ec9d9ce92934ca
adbb85c07e708c5d4c509c4f7bfb7eadc35e4ab2 64619f61c249d38b2fd3e5f99ac6a5193334177f
b206a29f8b236a41e0d795e1dca74c9d418983b2 d61a1021f3c540c81df4c4b8008bcb494a4bd2bf
b4d9894c12b766838e6349b6b4e063c04ee7bcc1 0315a2fe261f07beeabc9de41e817c96660c861c
b4e1ecaca2f97ca0925f174fc149a0f4cf305d19 f160209f5f9baaae7324c545167f3a304b87977d
bb7aafd7886872eaf3936eb7c7c93d216553f723 2086bfa87d0fe4106b0268a4132ab4dca012f390
bbd31d9ace0e150dc9c3f498168ffb863af0474d 7eac91a0c163af4e16611b1b59e41daf226b176b
bc30bfddd870d6525e58319415b236ebd415b642 5f0e69f930920e43c7aab84a48976f427b556093
be61b9e6eabf9c520da336667d76840696bfa23f 860564d246f5ed10157203b5ce295486f31ee9c2
c07188f560004c528eca3e83a703ebead9b8d164 bf5fba9d4aaeab4cc72bcb35d7b0724f0ee43063
c09a325e091964f595170726a0f419a3e423381e 2e3debaa2d27a83f31de91bad561b74e2a8def25
c0d4e3dd54433501968c8da6d668cd8f066686ce 3127fb6596878cd854841465a800d2c33919bdcb
c14960d0fa2c7fab927b473e8afa0f2c0bfc573c a6eb0c53d5f2daf881d31b725f7d709d5c7ab422
c1fa6ab4d25545a0f51fc43826c5a224cf87a010 d7618523bc5e8e5fed15c249b13e7bc40e969b45
c3c220223f5d89ad809c8c3f8b6c40e1287eb29a 68dbfe6cfa679005d4364f113a9bb9e357aa76ce
c4b1b34347071e4a18d4b5c964ae891023ff628d 866c6e15ba0175e06bd6aac009edf6eec35b565c
c50b3cebfa953d01bfbdab5052ec71ff8760f64f 778e112e088980c6b3053821c8fd493d8b871d6d
c850c3e5aec0b211a2fe1c94f5bd61abf73547e1 d8851aaddec66e99e066b7671a34812db54e17af
ca23eafa315332ff1f3ffc7d654049a7ae75b708 9a3a13da222ab0ed022f99e78a339fa743988aef
cca9bc612b1fcb2ad421796f8c2444820fd094f2 803129574f12e3ad422dc942ef4c874c9d80a11f
ccacbe4e1b2251cc8e662aca51da1bc7c504c9be 751e69b117fe991e99467d15aa36edd475f8ac82
cd389e39a432ad9a87318d17c727c491a6d9852c 0f9245637bd20624b11e2cbe4406fb79f66fb26e
cfa8df4788205bd637ae013967126e15c6434846 5ae15a93c6ecbe3a36767286971849229364ca59
d1fa5853afbf60003af6468ed12da83ec88e7ffa a1c5ae3b7a535de319af9604ff62919442338842
d32619292ab5961c24c8d406472d7bcb68f215b7 b9d15cf756f11f9fdc93a1b2a6a89d7ca773ba76
d351ff5fa1fca7795eac611b1e3c086277414fbb 8ef607db181c4afebff92c3ae3debc718de83eb5
d640b56b2830a72c7dd84fa18c8f8f6754684e05 348f105fd491f13d9d579b2f9453c4a1d74523b8
d6421ac9a6420b74a4e4def3ce54046d56ca809a 9d8f3b38575b029d9f4804e9c17b609302ab93fa
daa550f79c900c81be4b8c3f0794bdbe111e94c1 2776b4e270306e3e886e8d5604211d0598bd88e8
db89ec618445bbf2e97863be0471c954f6f5f62e 612b937dca0f91b82f59a795c5e4e139ffbdc7f5
de6bba338530dfba9e07c89002862ad8b99a6600 46769276f7ed20ec93a7697d6102f63bccabefee
dfa9f47d614c3a84251e3ca2c81afc1dd1b237fd 85db3738f4a9b92fb410e997d232eb4df16a9e7f
e20f5cad3643084578d5fcdbfbdd05692a4564c5 e20f5cad3643084578d5fcdbfbdd05692a4564c5
e8ee743076bba662f4047c83cc664786bdc9454e 098e5d31103bbac119b70f68a706e60ba400f40a
eb2e8e1d3373f44db67642ae140abc692244c56b 1090cb0923f62ae8694b0ca912f29f745dde6d95
ed3a6e12ad721d439f59643f07f084dacf671748 3242256b540fc24b64983906175cb923d340dde2
ed992268afd3a4d420afcf33c3314b0568b1bea4 6848c0359f6d5d4d6928c3f705f7783795049849
eda3f72d993d148ad1cad8b945a33dfb4b56b932 e09892488df98ed2aafdb7d49f68c48fdcb2a874
eed940bac78cd31388c37750bf8faa57ef097edc af8f1d90a50ec59e545f9a671c681297c39856f7
f1b81cb08c9449fa673aa7b454d99de13f49171f 4ee71a1f110a3f2e60626ec1c2bce2b9c4db9d41
f26aa4239d3c6227f60d9732f59c54a115552f74 b09389e514c013dc74e9089172803a046f774672
f28d65e42d61fd4a702f1a066791d2f62b7bd77f a0ed38632eaf259ce0b2d50fd21688dcb2be4b1f
f2f2f7405bf435700f37fc34290c6540ddd6d4b6 a80ff90a44dd73fdd2ab81cee3a77b981ac7e42b
f499e16d654e086ff257946f222a0a1872f5dad8 de90e9b02f3f7d4add629ffff213c6a89a7b1212
f4fd84dddca49795857d44c5a4b6b9d092ffccf8 481c80f213cd09bf794a5d135965790b1b8d6dc7
f5e491792932a8743bf68746e3a1566f38902ea4 445dd9ed9b780d90f8b7edec76baad486cdcdaac
f640e0d4827b9acef33880eae712d12fbc8ede94 b4c93c741c7914ddbbc3fc4f59a6efb957597d7f
f9cd8e58de8e7b885ac6e5d0156498dacc18a74f 24872c05cb4fbb405aa88fe2738a305b34520d36
fa1e7d83ca913e2a0afff2b2c771f001babd4ec5 99ebe69297138b808642f4a1dbd0acf7d6d2b690
fa555b3c96cf709d2f30eac9934781b8e44c9668 5e9b21102db250c58576701d1daebc501da2c463
fb233aa3130e597bde904ec3fb141c6675a90d6f c9c3015eb447060e0f32ac0ce9307a9918250bc4
fb735e17a5026d98dacaa1c8a99a563f139ffa69 83b7234cc8d42eafc1f67249f6c11b0e00e87b8c
fbe9ad2259743d45d9246516145a1ef6d3560918 0f6f330467b8b5c433b583d41b4a97223e41f369
ff512d656123cfc89fc0951e343b0c22c2a38e72 7180bad36126731ce98e434961c4c272b1c05897
